Jobblue-collar,Jobstudent,Jobtechnician,Jobadmin.,Jobservices,Jobself-employed,Jobretired,Jobhousemaid,Jobentrepreneur,Jobunemployed,Maritalmarried,Maritaldivorced,Educationprimary,Educationsecondary,Communicationcellular,Outcomefailure,Outcomeother,Outcomesuccess,Default1,HHInsurance0,CarLoan1,Age,Balance,NoOfContacts,DaysPassed,PrevAttempts,CallDuration,CarInsurance_Target
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,27,-195,1,-1,0,391,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,39,271,1,-1,0,1344,1
1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,46,-27,1,-1,0,254,0
0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,36,475,3,-1,0,141,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,27,401,3,93,2,218,1
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,33,2085,2,-1,0,501,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,29,4694,1,-1,0,181,0
0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,54,0,1,81,2,174,1
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,49,313,2,188,2,42,0
0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,35,330,4,-1,0,645,0
0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,40,1159,1,-1,0,19,0
0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,50,4117,1,-1,0,530,1
0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,59,0,2,-1,0,1368,0
0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,36,439,6,-1,0,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,41,2408,2,-1,0,122,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,48,8990,2,-1,0,1790,1
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,25,2354,7,-1,0,226,1
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,35,1577,1,-1,0,53,0
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,39,6,3,357,4,122,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,27,565,2,346,11,170,0
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,28,0,5,-1,0,390,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,35,688,1,-1,0,504,0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,27,204,2,-1,0,471,1
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,31,297,4,-1,0,551,0
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,42,1673,3,-1,0,636,1
0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,56,1270,2,165,2,80,0
0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,39,168,1,-1,0,96,0
0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,32,1785,2,154,6,51,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,21,215,1,89,7,382,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,47,-295,2,-1,0,333,0
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,40,581,2,-1,0,258,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,28,-214,2,262,3,228,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,26,362,1,104,2,925,1
1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,33,0,1,-1,0,208,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33,395,6,-1,0,1359,1
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,32,1214,1,-1,0,53,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,35,5007,1,112,2,73,0
1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,40,326,1,-1,0,112,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,30,2,8,-1,0,1031,1
0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,79,3025,3,126,3,166,1
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,21,123,5,93,2,379,1
0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,50,175,3,-1,0,112,0
0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,81,5220,1,94,2,135,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,30,302,3,-1,0,528,1
0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,29,0,2,-1,0,132,0
0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,39,2758,3,-1,0,658,1
0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,80,155,2,-1,0,343,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,46,507,1,-1,0,1196,1
0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,61,4608,1,-1,0,212,1
0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,40,0,1,334,2,184,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,62,997,1,304,2,554,1
0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,54,0,4,-1,0,209,0
0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,70,3782,1,-1,0,618,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,34,462,3,-1,0,1877,1
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,41,640,6,-1,0,169,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,39,83,2,-1,0,193,0
0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,59,0,2,-1,0,3025,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,43,13044,1,93,4,215,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,47,2306,4,-1,0,239,1
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,51,-463,1,343,3,496,0
0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,57,3043,2,-1,0,707,1
1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,33,139,2,291,5,732,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,40,9221,1,-1,0,252,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,37,2283,2,92,4,303,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,55,2366,4,-1,0,94,0
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,77,7802,1,92,2,421,1
0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,56,5486,3,-1,0,251,0
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,36,776,3,-1,0,722,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,40,185,2,-1,0,310,0
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,39,2983,1,-1,0,472,1
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,34,1309,2,364,1,456,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,38,4293,2,250,2,92,0
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,43,2643,3,100,5,188,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,57,1357,2,-1,0,97,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,58,230,10,-1,0,339,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,51,0,2,-1,0,60,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,30,2907,2,218,1,146,0
0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,47,275,3,-1,0,261,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,52,96,1,-1,0,134,0
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,23,1158,1,-1,0,743,0
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,28,1086,3,-1,0,1112,1
0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,64,4083,1,-1,0,117,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32,2,2,-1,0,100,1
0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,42,707,1,348,1,233,0
0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,44,1543,2,-1,0,363,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,36,111,3,-1,0,174,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,30,635,8,-1,0,851,1
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,36,7957,2,-1,0,288,0
0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,54,19213,6,-1,0,100,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,28,0,1,79,3,150,0
0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,56,0,8,-1,0,471,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,41,4567,1,-1,0,106,0
0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,44,17747,7,-1,0,8,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,47,2351,2,84,1,163,1
0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,57,530,7,360,7,10,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,44,2365,3,-1,0,159,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,24,1506,2,95,4,239,1
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,51,0,2,66,2,662,1
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,37,22,2,289,5,28,0
0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,44,71,2,-1,0,251,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,40,1646,2,91,3,392,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,37,8564,2,347,1,211,0
0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,42,527,1,185,1,181,1
0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,58,68,2,-1,0,169,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,43,481,1,20,1,187,1
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,24,382,2,92,3,256,1
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,34,-703,2,-1,0,160,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,37,0,2,169,3,84,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,43,51,1,-1,0,430,1
0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,43,2145,2,95,4,291,1
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,24,8165,1,-1,0,216,1
0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,56,-8,2,-1,0,159,0
0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,44,2439,2,-1,0,133,0
0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,35,285,1,-1,0,136,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,24,125,1,90,1,263,1
0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,36,370,6,-1,0,728,0
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,29,459,3,318,1,202,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,23,1029,1,-1,0,68,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,25,2305,1,-1,0,207,0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,56,1437,8,-1,0,367,0
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,45,2128,3,-1,0,48,0
1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,53,148,1,359,1,66,0
0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,27,0,5,-1,0,991,1
0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,56,445,2,-1,0,59,0
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,38,976,8,308,3,32,0
0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,57,567,2,265,3,87,0
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,44,0,1,-1,0,17,0
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,31,0,6,-1,0,287,0
1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,60,272,1,-1,0,421,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,32,913,3,-1,0,278,0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,34,347,2,197,6,154,0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,25,10,4,-1,0,857,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,30,502,3,95,6,463,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,31,13,5,-1,0,110,0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,43,800,1,-1,0,902,1
1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,54,-102,7,-1,0,164,0
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,51,0,3,-1,0,946,1
0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,36,532,1,241,1,391,0
1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,33,18,3,-1,0,312,0
1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,39,660,4,168,3,93,0
0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,53,759,5,-1,0,702,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,60,2281,2,-1,0,230,1
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,57,950,1,-1,0,1272,0
0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,54,1213,1,-1,0,241,1
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,32,936,1,-1,0,61,0
0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,43,25,2,-1,0,121,0
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,49,133,5,-1,0,81,0
0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,60,0,14,-1,0,101,0
1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,48,503,1,-1,0,105,0
0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,52,1291,1,169,2,559,0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,26,276,1,368,4,106,0
0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,76,1411,3,-1,0,170,1
0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,62,2557,1,216,7,211,1
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,43,192,2,-1,0,203,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,27,339,1,-1,0,182,1
0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,46,660,1,259,2,1026,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,39,36,2,-1,0,70,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,35,2646,8,183,2,133,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,27,311,3,322,1,187,1
0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,65,0,1,-1,0,465,0
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,32,473,3,-1,0,292,1
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,42,440,5,-1,0,13,0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,32,230,1,266,8,442,1
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,34,201,2,-1,0,257,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,36,1511,1,-1,0,270,1
0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,67,704,1,-1,0,537,1
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,48,816,7,-1,0,114,0
0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,47,826,3,112,8,195,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,44,0,1,-1,0,133,1
0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,54,380,2,-1,0,696,1
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,49,905,1,-1,0,1543,1
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,33,806,1,-1,0,108,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,53,10,3,-1,0,75,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,25,2483,3,-1,0,1499,1
0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,54,3538,1,-1,0,820,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,26,-8,2,-1,0,402,0
0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,60,1091,5,-1,0,441,1
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,26,598,2,272,1,401,0
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,60,1740,2,-1,0,296,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,36,1189,1,-1,0,220,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,48,1147,1,120,3,155,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,29,5698,1,264,1,437,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,27,15161,1,120,1,74,1
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,38,1630,3,94,19,101,0
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,37,2722,2,179,3,426,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,45,1411,2,102,3,800,1
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,30,270,1,80,1,437,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,69,840,3,-1,0,128,1
0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,30,1794,1,-1,0,1035,1
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,53,1794,1,-1,0,557,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40,80,3,-1,0,182,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,46,4301,1,183,2,50,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,32,705,2,35,4,414,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,31,0,2,-1,0,84,0
0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,66,40,2,-1,0,290,1
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,33,1834,2,-1,0,11,0
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,51,6343,20,-1,0,28,0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,28,1453,1,343,1,246,0
0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,34,136,2,-1,0,136,0
0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,72,0,3,-1,0,189,1
0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,36,-35,3,-1,0,339,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,43,240,1,-1,0,453,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,58,1016,2,91,1,78,0
0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,46,7378,1,-1,0,466,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,26,4130,2,-1,0,104,0
0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,35,2374,2,183,5,765,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,37,1113,1,182,1,229,1
0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,72,1533,2,-1,0,546,1
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,58,0,6,-1,0,558,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,38,982,3,-1,0,176,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,45,0,2,-1,0,154,0
0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,45,830,1,111,2,180,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,60,474,5,186,3,415,1
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,32,0,1,-1,0,428,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,33,476,3,333,2,544,0
0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,45,0,1,-1,0,264,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,41,79,1,390,2,394,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,38,238,1,366,2,86,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35,3544,1,-1,0,380,1
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,33,1699,1,83,3,202,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,31,10884,3,98,2,294,1
0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,49,5802,2,-1,0,618,1
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,25,507,1,367,3,832,1
0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,46,0,1,-1,0,85,0
0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,39,-982,3,117,2,287,0
0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,39,878,5,-1,0,611,1
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,38,976,3,-1,0,766,1
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,50,0,1,85,7,257,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,59,0,1,-1,0,320,0
0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,46,3354,1,174,1,522,1
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,41,1822,1,-1,0,391,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,33,849,2,-1,0,89,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,43,8224,1,-1,0,70,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,38,399,4,-1,0,367,0
0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,52,-1,6,-1,0,112,0
0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,32,1026,1,-1,0,289,1
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,45,0,1,-1,0,134,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,57,3250,3,-1,0,162,0
0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,73,459,1,-1,0,281,1
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,30,5,2,-1,0,99,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,44,119,1,-1,0,67,0
